7.871057123780778042e-03 5.039742533469103794e-03
2.771334060074345101e-02 0.000000000000000000e+00
4.755562407770612399e-02 1.511922760040731659e-02
6.739790755466879002e-02 1.007948506693820412e-02
8.724019103163146993e-02 1.007948506693820412e-02
1.070824745085941498e-01 5.039742533469108998e-03
1.269247579855568020e-01 0.000000000000000000e+00
1.467670414625194819e-01 2.519871266734551030e-02
1.666093249394821618e-01 2.015897013387640824e-02
1.864516084164448417e-01 0.000000000000000000e+00
2.062938918934075216e-01 2.015897013387643599e-02
2.261361753703701738e-01 5.039742533469102059e-03
2.459784588473328537e-01 0.000000000000000000e+00
2.658207423242955336e-01 0.000000000000000000e+00
2.856630258012581858e-01 1.007948506693819024e-02
3.055053092782208934e-01 5.039742533469108998e-03
3.253475927551835456e-01 5.039742533469108998e-03
3.451898762321461978e-01 0.000000000000000000e+00
3.650321597091089054e-01 5.039742533469108998e-03
3.848744431860715576e-01 3.527819773428366584e-02
4.047167266630342652e-01 1.511922760040732699e-02
4.245590101399969174e-01 1.511922760040732699e-02
4.444012936169595696e-01 1.511922760040728536e-02
4.642435770939222772e-01 2.015897013387643599e-02
4.840858605708849294e-01 5.039742533469108998e-03
5.039281440478475815e-01 1.511922760040728536e-02
5.237704275248102892e-01 1.511922760040728536e-02
5.436127110017729969e-01 2.015897013387649497e-02
5.634549944787355935e-01 0.000000000000000000e+00
5.832972779556983012e-01 1.511922760040728536e-02
6.031395614326610088e-01 5.039742533469123743e-03
6.229818449096236055e-01 1.511922760040728536e-02
6.428241283865863132e-01 2.015897013387638048e-02
6.626664118635490208e-01 4.031794026775298995e-02
6.825086953405116175e-01 8.063588053550552193e-02
7.023509788174743251e-01 1.259935633367273711e-01
7.221932622944370328e-01 1.663115036044810757e-01
7.420355457713996294e-01 2.822255818742693267e-01
7.618778292483623371e-01 4.485370854787494865e-01
7.817201127253250448e-01 5.846101338824150062e-01
8.015623962022877524e-01 1.058345932028516012e+00
8.214046796792503491e-01 1.501843274973790443e+00
8.412469631562130568e-01 2.106612378990081691e+00
8.610892466331757644e-01 3.008726292481066267e+00
8.809315301101383611e-01 4.802874634396047782e+00
9.007738135871010687e-01 7.050599804323264053e+00
9.206160970640637764e-01 7.146354912459217168e+00
9.404583805410263730e-01 7.116116457258362615e+00
9.603006640179890807e-01 7.337865128731002606e+00
9.801429474949517884e-01 7.186672852726929683e+00
