1.000000000000000000e+00 2.318421052631579604e-01
1.379999999999999893e+00 0.000000000000000000e+00
1.760000000000000009e+00 2.384210526315788670e-01
2.140000000000000124e+00 0.000000000000000000e+00
2.520000000000000018e+00 0.000000000000000000e+00
2.899999999999999911e+00 2.465789473684208144e-01
3.280000000000000249e+00 0.000000000000000000e+00
3.660000000000000142e+00 2.255263157894737691e-01
4.040000000000000036e+00 0.000000000000000000e+00
4.419999999999999929e+00 0.000000000000000000e+00
4.799999999999999822e+00 2.200000000000000566e-01
5.179999999999999716e+00 0.000000000000000000e+00
5.560000000000000497e+00 0.000000000000000000e+00
5.940000000000000391e+00 1.994736842105263863e-01
6.320000000000000284e+00 0.000000000000000000e+00
6.700000000000000178e+00 1.855263157894737336e-01
7.080000000000000071e+00 0.000000000000000000e+00
7.459999999999999964e+00 0.000000000000000000e+00
7.839999999999999858e+00 1.757894736842109951e-01
8.219999999999998863e+00 0.000000000000000000e+00
8.599999999999999645e+00 0.000000000000000000e+00
8.980000000000000426e+00 1.610526315789477803e-01
9.359999999999999432e+00 0.000000000000000000e+00
9.740000000000000213e+00 1.378947368421049868e-01
1.012000000000000099e+01 0.000000000000000000e+00
1.050000000000000000e+01 0.000000000000000000e+00
1.088000000000000078e+01 1.257894736842108674e-01
1.125999999999999979e+01 0.000000000000000000e+00
1.164000000000000057e+01 1.007894736842107897e-01
1.201999999999999957e+01 0.000000000000000000e+00
1.240000000000000036e+01 0.000000000000000000e+00
1.277999999999999936e+01 8.921052631578928194e-02
1.316000000000000014e+01 0.000000000000000000e+00
1.354000000000000092e+01 0.000000000000000000e+00
1.391999999999999993e+01 7.105263157894722847e-02
1.430000000000000071e+01 0.000000000000000000e+00
1.467999999999999972e+01 5.473684210526304217e-02
1.506000000000000050e+01 0.000000000000000000e+00
1.543999999999999950e+01 0.000000000000000000e+00
1.582000000000000028e+01 4.394736842105274877e-02
1.619999999999999929e+01 0.000000000000000000e+00
1.657999999999999829e+01 0.000000000000000000e+00
1.696000000000000085e+01 3.815789473684220307e-02
1.733999999999999986e+01 0.000000000000000000e+00
1.771999999999999886e+01 2.421052631578931094e-02
1.810000000000000142e+01 0.000000000000000000e+00
1.848000000000000043e+01 0.000000000000000000e+00
1.885999999999999943e+01 1.789473684210514393e-02
1.924000000000000199e+01 0.000000000000000000e+00
1.962000000000000099e+01 4.368421052631590862e-02
